depth_dir_mean_deg,depth_dir_std_deg,depth_edge_contrast_max,depth_edge_contrast_mean,depth_edge_contrast_median,depth_edge_contrast_min,depth_edge_contrast_std,depth_edge_width_cv,depth_edge_width_max,depth_edge_width_mean,depth_edge_width_median,depth_edge_width_min,depth_edge_width_p25,depth_edge_width_p75,depth_edge_width_range,depth_edge_width_std,depth_num_dir_samples,depth_num_measurements,filename,label,lighting_Yn_iqr,lighting_Yn_median,lighting_boundary_angle_std_iqr,lighting_boundary_angle_std_median,lighting_boundary_mrl_iqr,lighting_boundary_mrl_median,lighting_comp_area_iqr,lighting_comp_area_median,lighting_image_brightness_iqr,lighting_image_median_brightness,lighting_num_components_total,lighting_num_components_usable,lighting_ring_to_area_iqr,lighting_ring_to_area_median,lighting_sr_confidence,lighting_sr_dist_mean,lighting_sr_dist_median,lighting_sr_dist_p75,lighting_sr_iqr_iqr,lighting_sr_iqr_median,lighting_sr_kurtosis_iqr,lighting_sr_kurtosis_median,lighting_sr_log_ratio_iqr,lighting_sr_log_ratio_spread,lighting_sr_median_iqr,lighting_sr_median_median,lighting_sr_num_inliers,lighting_sr_skew_iqr,lighting_sr_skew_median,lighting_umbra_frac_iqr,lighting_umbra_frac_median,lighting_usable_frac,texture_chi2_count,texture_chi2_mean,texture_chi2_p25,texture_chi2_p50,texture_chi2_p75,texture_chi2_std,texture_clone_similar_count,texture_clone_similar_max,texture_normal_angle_std,texture_normal_mrl,texture_patch_entropy_in_mean,texture_patch_entropy_max,texture_patch_entropy_mean,texture_patch_entropy_min,texture_patch_entropy_out_mean,texture_patch_entropy_outlier_frac,texture_patch_entropy_std,texture_share_high_chi2,texture_share_low_chi2
174.5789172417613,12.934495404532736,240.79998779296875,56.326942443847656,38.20000076293945,5.0,48.71156692504883,0.9108285136937444,18.19999885559082,5.038989067077637,3.1844444274902344,0.05405426025390625,1.11505126953125,8.641249656677246,18.145944595336914,4.589654922485352,15,2579,10-edited.jpg,1,0.07019177079200745,0.18494537472724915,0.30106258392333984,3.058908462524414,0.012217842042446136,0.009307283908128738,20692.5,3344.0,0.42092546820640564,0.31029510498046875,9,8,0.3784600496292114,0.4035704433917999,1.0,3.7330269813537598,3.897505760192871,4.707954406738281,0.42376279830932617,0.6586540341377258,3.750958204269409,5.143435478210449,1.610384225845337,2.7160277366638184,1.610384225845337,-2.9091787338256836,8,0.6220511198043823,-1.860799789428711,0.0983051285147667,0.14361564815044403,0.8888888888888888,27,0.11162149161100388,0.07654096186161041,0.10608455538749695,0.12957924604415894,0.04773915931582451,1,0.9529828429222107,3.4344872065741567,0.002744337705071302,3.787546323270214,4.507523536682129,2.7654027781415222,0.18067072331905365,2.5664770925186553,0.0,1.3939864640915551,0.25925925925925924,0.25925925925925924
172.52188848091745,19.017610933099828,241.0,55.64823532104492,35.20000076293945,5.0,49.83241271972656,0.8983312985083108,17.845001220703125,5.0433478355407715,3.335635185241699,0.052631378173828125,1.1276640892028809,8.532773971557617,17.792369842529297,4.53059720993042,16,2720,10.jpg,0,0.07243973016738892,0.17223374545574188,0.36066222190856934,3.0148959159851074,0.017742808908224106,0.010621307417750359,19536.5,2704.0,0.4241080582141876,0.29991546273231506,13,11,0.46311455965042114,0.4351981580257416,1.0,5.573120594024658,5.37407922744751,6.8782196044921875,0.2522891163825989,0.5063619613647461,3.4667012691497803,5.0112810134887695,1.723109245300293,4.120316505432129,1.723109245300293,-2.5234360694885254,11,0.6106406450271606,-1.8919163942337036,0.13169395923614502,0.1484784185886383,0.8461538461538461,31,0.1275281310081482,0.07689554989337921,0.11336982995271683,0.16444960236549377,0.05774965509772301,1,0.9530664682388306,3.803640754358006,0.0007207429595901943,3.7928573274612427,4.507523536682129,2.7713073065312597,0.18067072331905365,2.5581481736103693,0.0,1.4002432952930675,0.25806451612903225,0.25806451612903225
157.02662131260382,34.17336379348667,203.1999969482422,48.58089065551758,34.0,5.0,40.617252349853516,0.8841688907073845,17.980562210083008,5.127763748168945,3.635798454284668,0.0526580810546875,1.225698471069336,8.453020095825195,17.92790412902832,4.533809185028076,12,2292,11-edited.jpg,1,0.05314573645591736,0.2147674411535263,0.17054057121276855,2.828747510910034,0.008451889269053936,0.01829805225133896,6074.0,5239.0,0.21320794522762299,0.3574248254299164,14,13,0.4033232629299164,0.27487683296203613,0.9230769230769231,4.540791988372803,4.296798229217529,5.732596397399902,0.44480061531066895,0.6103321313858032,6.583926200866699,5.340630054473877,1.0302941799163818,3.3975749015808105,1.2319998741149902,-3.1282708644866943,12,0.8289053440093994,-1.7637627124786377,0.08116509020328522,0.17704826593399048,0.9285714285714286,25,0.16046567261219025,0.10494185984134674,0.1235511526465416,0.20004057884216309,0.09422957897186279,28,0.991748571395874,3.1746331056577675,0.006478268390003823,3.5656050306851745,4.5027923583984375,3.251353133615987,0.3746560215950012,3.14539603153507,0.08483563096500531,1.201690983575973,0.28,0.28
157.02523118149654,34.172737073695075,203.1999969482422,49.46726608276367,35.20000076293945,5.0,40.78645706176758,0.8682553097483396,17.980562210083008,5.249408721923828,3.892500400543213,0.05684232711791992,1.2833337783813477,8.572142601013184,17.92371940612793,4.557826995849609,12,2349,11.jpg,0,0.05246880650520325,0.2147674411535263,0.23134183883666992,2.8354971408843994,0.012006033211946487,0.017951564863324165,6022.0,3619.0,0.2160891592502594,0.3574248254299164,15,15,0.4329443871974945,0.30199190974235535,1.0,5.043696403503418,4.265632152557373,6.6563401222229,0.569780707359314,0.5915770530700684,6.170194625854492,1.689616084098816,1.388582468032837,4.2379913330078125,1.388582468032837,-2.7272956371307373,15,0.7890565395355225,-1.4226804971694946,0.10240677744150162,0.17704826593399048,1.0,27,0.15918877720832825,0.10560467839241028,0.12559179961681366,0.1984996795654297,0.09094737470149994,28,0.991748571395874,3.2233359864177955,0.005543507722956128,3.5595274010012226,4.5027923583984375,3.2506802347217105,0.3746560215950012,3.1431632078415954,0.08271474019088017,1.201583674005034,0.25925925925925924,0.25925925925925924
171.95597233667183,24.979570975495584,197.39999389648438,42.871543884277344,31.099998474121094,5.0,35.87035369873047,0.8761481472948324,18.342544555664062,5.463871479034424,4.460649490356445,0.04631614685058594,0.8819506168365479,9.289583206176758,18.296228408813477,4.787160873413086,5,1764,12-edited.jpg,1,0.056277915835380554,0.25189873576164246,0.5151572227478027,3.051177978515625,0.02753240242600441,0.00951440166682005,22355.0,10050.0,0.19143006205558777,0.36873143911361694,7,5,0.19810406863689423,0.31727737188339233,1.0,8.78919792175293,8.513764381408691,13.055618286132812,0.38156867027282715,0.9987668991088867,11.912158966064453,1.8581085205078125,1.6135249137878418,2.6048035621643066,1.6135249137878418,-3.518204927444458,5,1.8032443523406982,-1.3242924213409424,0.09400099515914917,0.14862681925296783,0.7142857142857143,16,0.12947934865951538,0.10208360850811005,0.10867557674646378,0.13719984889030457,0.06122327223420143,36,0.9785102605819702,2.862378291426696,0.01662803954814842,4.060945957899094,4.655406951904297,2.9035763546824453,0.7782596349716187,2.730083893694886,0.0,1.1932839267301756,0.25,0.25
166.0115403128757,19.308784416128145,205.40000915527344,42.81998825073242,28.799999237060547,5.0,37.29580307006836,0.8027195824750997,17.354713439941406,5.845869064331055,5.241539001464844,0.07999992370605469,1.2848258018493652,9.751310348510742,17.27471351623535,4.692593574523926,4,1871,12.jpg,0,0.08403012156486511,0.24436578154563904,0.7698612213134766,2.800771713256836,0.09623076766729355,0.020116236060857773,50604.5,18360.5,0.17369958758354187,0.3586251139640808,6,6,0.20427992939949036,0.3240755498409271,1.0,3.5615899562835693,3.5427680015563965,4.898807525634766,0.8892332911491394,0.7644608020782471,8.990206718444824,6.180426120758057,1.8657474517822266,4.049646854400635,1.8657474517822266,-2.168342113494873,6,1.679060935974121,-1.566535472869873,0.13484525680541992,0.16809067130088806,1.0,10,0.11023776233196259,0.08028765022754669,0.09634941071271896,0.1437492072582245,0.03864308074116707,59,0.983130693435669,2.2860222707363995,0.07331701634391294,2.8149276370587555,4.496572494506836,2.5610084505423623,0.5438379049301147,2.355412328090423,0.0,1.1869315156338691,0.3,0.3
173.10681911039592,12.68785692494605,225.0,69.19023132324219,54.19999694824219,5.0,52.28816223144531,1.0025752019526353,18.309999465942383,4.267867088317871,2.251091480255127,0.03012979030609131,0.8999999761581421,6.853605270385742,18.279869079589844,4.278857707977295,8,3317,13-edited.jpg,1,0.04737353324890137,0.22684502601623535,0.3455650806427002,2.6025242805480957,0.022672481834888458,0.033974844962358475,13220.75,11335.0,0.4536169767379761,0.3267257511615753,6,6,0.3278409242630005,0.24357932806015015,0.8333333333333334,7.04788064956665,7.593601226806641,10.509092330932617,0.4330254793167114,0.5581955909729004,2.180655002593994,2.9933395385742188,0.31870579719543457,1.4513592720031738,0.735969066619873,-2.8590803146362305,5,0.4273495674133301,-1.5368832349777222,0.11085037887096405,0.1809794306755066,1.0,27,0.13093160092830658,0.09964008629322052,0.1230035349726677,0.1511724591255188,0.047146182507276535,0,0.9442489743232727,3.244169203695311,0.0051822815931563656,2.9886244625658605,4.566786766052246,3.3241350797563793,0.8269926309585571,3.350595186895399,0.06875,0.7737922512820902,0.25925925925925924,0.25925925925925924
177.06028685829608,10.943268692017012,225.39999389648438,70.5686264038086,55.79999923706055,5.0,53.09235763549805,1.018203282243151,18.13222312927246,4.201173305511475,2.1878576278686523,0.033750057220458984,0.899346113204956,6.660844802856445,18.098472595214844,4.277648448944092,8,3092,13.jpg,0,0.0367729514837265,0.22600224614143372,0.3269233703613281,2.6317100524902344,0.02163955383002758,0.0313364714384079,13221.75,11328.0,0.44834408164024353,0.32209962606430054,6,6,0.34833207726478577,0.2572707533836365,0.8333333333333334,5.412909984588623,5.926843166351318,7.0774993896484375,0.41925162076950073,0.5337536334991455,3.6654915809631348,2.8011982440948486,0.29865050315856934,1.4132976531982422,0.6810572147369385,-2.864781618118286,5,0.4556248188018799,-1.5835530757904053,0.11010616272687912,0.1812930405139923,1.0,25,0.13075342774391174,0.09880759567022324,0.13013716042041779,0.14494283497333527,0.04673781245946884,1,0.9843754768371582,3.17151768769157,0.006542636543320569,2.924345367313049,4.560751438140869,3.1932435961812735,0.5500293970108032,3.1892020515695245,0.06375,0.8426806335244029,0.28,0.28
4.079737751012961,30.965260414514578,242.0,52.19449996948242,38.69999694824219,5.0,44.112545013427734,0.9526611150978949,17.42658233642578,4.786836624145508,3.1965832710266113,0.032173871994018555,0.7475705146789551,8.104723930358887,17.3944091796875,4.560233116149902,5,1526,14-edited.jpg,1,0.0753236711025238,0.35521548986434937,0.0757291316986084,3.1371641159057617,0.0016460968181490898,0.007314457092434168,31921.5,3210.0,0.22375935316085815,0.3948991298675537,5,4,0.1433943510055542,0.25271424651145935,1.0,3.6550467014312744,3.4281041622161865,3.925994396209717,0.39296337962150574,0.3093954920768738,1.464977741241455,0.8313203454017639,0.47883057594299316,0.8462660312652588,0.47883057594299316,-2.452686309814453,4,0.6753150224685669,-0.8684781193733215,0.020604074001312256,0.14448845386505127,0.8,20,0.13867126405239105,0.11956025660037994,0.13780519366264343,0.1606159210205078,0.04218094423413277,19,0.9795937538146973,3.314299008763172,0.004117406510446798,4.087597954947993,4.785151481628418,4.156757259368897,1.8323187828063965,4.119874306214162,0.10196078431372549,0.7336238190056499,0.25,0.25
46.29331398010253,51.278590929854026,238.1999969482422,51.79902267456055,38.99999237060547,5.0,44.087310791015625,0.9807187927168368,17.918149948120117,4.845677852630615,2.9833550453186035,0.030434727668762207,0.7032763957977295,8.66997241973877,17.887714385986328,4.752247333526611,2,1426,14.jpg,0,0.13951578736305237,0.3013944923877716,0.347198486328125,2.990417242050171,0.01809803768992424,0.01143147423863411,26174.0,4033.0,0.2334386110305786,0.39222827553749084,6,5,0.1060454398393631,0.2746967077255249,1.0,3.4318363666534424,3.3026909828186035,3.7437870502471924,0.4003407955169678,0.49073952436447144,2.042504072189331,0.7283652424812317,0.5510871410369873,1.2751675844192505,0.5510871410369873,-2.7493762969970703,5,0.5536758303642273,-0.9361056089401245,0.033252447843551636,0.15001240372657776,0.8333333333333334,23,0.12557314336299896,0.10728713124990463,0.12046421319246292,0.1480136513710022,0.03597024455666542,18,0.9745656251907349,3.1093700022454343,0.00795291590093144,3.914995546851839,4.7440032958984375,3.9693310990053066,1.0246376991271973,3.911917976601414,0.09019607843137255,0.8733161747480669,0.2608695652173913,0.2608695652173913
